idx,true_t+1,pred_t+1,true_t+2,pred_t+2,true_t+3,pred_t+3,true_t+4,pred_t+4,true_t+5,pred_t+5,true_t+6,pred_t+6
9725,-6.35,-6.55097,-6.54,-6.50541,-7.02,-6.38375,-7.23,-6.19283,-6.85,-5.91023,-5.31,-5.42845
9726,-6.54,-6.1788,-7.02,-6.0567,-7.23,-5.86462,-6.85,-5.5685,-5.31,-5.11513,-5.29,-4.42032
9727,-7.02,-6.24637,-7.23,-6.0725,-6.85,-5.75913,-5.31,-5.25293,-5.29,-4.54691,-3.52,-3.63761
9728,-7.23,-6.44432,-6.85,-6.11468,-5.31,-5.55629,-5.29,-4.76984,-3.52,-3.83701,-1.15,-2.81977
9729,-6.85,-6.28303,-5.31,-5.72761,-5.29,-4.92409,-3.52,-3.94281,-1.15,-2.93375,2.4,-1.99713
9730,-5.31,-5.68145,-5.29,-4.85829,-3.52,-3.84531,-1.15,-2.78472,2.4,-1.85912,4.22,-1.17975
9731,-5.29,-4.31982,-3.52,-3.29614,-1.15,-2.2125,2.4,-1.22674,4.22,-0.535147,3.8,-0.197481
9732,-3.52,-4.02508,-1.15,-3.01152,2.4,-2.03512,4.22,-1.2757,3.8,-0.883718,3.6,-0.824286
9733,-1.15,-2.54675,2.4,-1.64262,4.22,-0.953938,3.8,-0.587933,3.6,-0.569775,3.45,-0.810709
9734,2.4,-0.781351,4.22,-0.139332,3.8,0.17108,3.6,0.18137,3.45,-0.0931492,3.43,-0.525114
9735,4.22,0.950241,3.8,1.31425,3.6,1.29278,3.45,0.967117,3.43,0.418177,3.26,-0.200325
9736,3.8,1.83909,3.6,1.74424,3.45,1.33623,3.43,0.727728,3.26,0.000242233,3.6,-0.71933
9737,3.6,2.14466,3.45,1.65388,3.43,0.98333,3.26,0.262619,3.6,-0.485464,3.4,-1.16808
9738,3.45,1.99327,3.43,1.47974,3.26,0.831932,3.6,0.144728,3.4,-0.570667,3.1,-1.23383
9739,3.43,1.76276,3.26,1.16202,3.6,0.469307,3.4,-0.241884,3.1,-0.973991,3.33,-1.62732
9740,3.26,1.66833,3.6,1.00363,3.4,0.29797,3.1,-0.405396,3.33,-1.09596,3.39,-1.69052
9741,3.6,1.62351,3.4,0.955996,3.1,0.259573,3.33,-0.410622,3.39,-1.04073,3.39,-1.56021
9742,3.4,2.00581,3.1,1.37644,3.33,0.720732,3.39,0.099556,3.39,-0.469225,3.7,-0.931051
9743,3.1,2.28521,3.33,1.62593,3.39,0.981731,3.39,0.417027,3.7,-0.0786533,3.76,-0.484186
9744,3.33,2.40818,3.39,1.76159,3.39,1.18097,3.7,0.707367,3.76,0.29529,3.54,-0.0375748
9745,3.39,2.77191,3.39,2.24497,3.7,1.76872,3.76,1.35869,3.54,0.986086,3.54,0.661411
9746,3.39,3.23707,3.7,2.76306,3.76,2.32631,3.54,1.95833,3.54,1.60706,3.9,1.29426
9747,3.7,3.50844,3.76,3.04563,3.54,2.62243,3.54,2.26185,3.9,1.93395,4.06,1.68396
9748,3.76,3.87841,3.54,3.48895,3.54,3.10409,3.9,2.7708,4.06,2.48355,4.16,2.33089
9749,3.54,4.08304,3.54,3.71512,3.9,3.37377,4.06,3.12082,4.16,2.97879,4.21,3.03398
9750,3.54,4.14954,3.9,3.80581,4.06,3.5254,4.16,3.40215,4.21,3.46525,4.49,3.77703
9751,3.9,4.25499,4.06,3.94055,4.16,3.75221,4.21,3.8057,4.49,4.11588,4.77,4.6722
9752,4.06,4.50241,4.16,4.29647,4.21,4.27924,4.49,4.55313,4.77,5.07868,5.21,5.76211
9753,4.16,4.8465,4.21,4.80699,4.49,4.99996,4.77,5.4779,5.21,6.11172,5.71,6.77179
9754,4.21,5.16322,4.49,5.36281,4.77,5.77142,5.21,6.34488,5.71,6.92734,5.82,7.38733
9755,4.49,5.45907,4.77,5.90023,5.21,6.47478,5.71,7.07076,5.82,7.50028,6.19,7.71452
9756,4.77,5.83439,5.21,6.38853,5.71,6.96989,5.82,7.42756,6.19,7.63989,5.88,7.66378
9757,5.21,6.01082,5.71,6.46789,5.82,6.87271,6.19,7.12026,5.88,7.15559,5.76,7.0722
9758,5.71,6.32284,5.82,6.50284,6.19,6.59895,5.88,6.59818,5.76,6.48416,5.8,6.34472
9759,5.82,6.70047,6.19,6.73364,5.88,6.69446,5.76,6.60601,5.8,6.45184,5.46,6.29664
9760,6.19,6.77842,5.88,6.74746,5.76,6.66746,5.8,6.55889,5.46,6.38834,5.91,6.22537
9761,5.88,6.93516,5.76,6.86226,5.8,6.74666,5.46,6.5996,5.91,6.39838,5.84,6.21225
9762,5.76,6.59071,5.8,6.45068,5.46,6.31131,5.91,6.17491,5.84,5.99415,5.78,5.83687
9763,5.8,6.30634,5.46,6.14072,5.91,5.99987,5.84,5.8674,5.78,5.69577,5.64,5.56092
9764,5.46,6.28739,5.91,6.14085,5.84,6.00479,5.78,5.86292,5.64,5.68485,6.49,5.53875
9765,5.91,6.01933,5.84,5.8326,5.78,5.69334,5.64,5.58316,6.49,5.44445,5.74,5.33677
9766,5.84,6.29155,5.78,6.1729,5.64,6.07598,6.49,5.97406,5.74,5.82556,6.28,5.70208
9767,5.78,6.31038,5.64,6.23667,6.49,6.16705,5.74,6.07821,6.28,5.93711,5.66,5.81828
9768,5.64,6.28479,6.49,6.17261,5.74,6.08079,6.28,5.98831,5.66,5.858,5.89,5.76207
9769,6.49,6.1812,5.74,6.06131,6.28,5.97176,5.66,5.89314,5.89,5.78758,6.07,5.72325
9770,5.74,6.88923,6.28,6.84689,5.66,6.78341,5.89,6.69272,6.07,6.55559,5.92,6.44622
9771,6.28,6.34529,5.66,6.25068,5.89,6.18471,6.07,6.13086,5.92,6.04306,6.14,5.98807
9772,5.66,6.80389,5.89,6.74566,6.07,6.68907,5.92,6.61634,6.14,6.50291,5.76,6.43906
9773,5.89,6.22551,6.07,6.21868,5.92,6.23072,6.14,6.23689,5.76,6.21085,4.48,6.23096
9774,6.07,6.41524,5.92,6.4324,6.14,6.46335,5.76,6.48959,4.48,6.48219,3.95,6.54163
9775,5.92,6.53215,6.14,6.59106,5.76,6.66378,4.48,6.73937,3.95,6.79932,4.55,6.91278
9776,6.14,6.38399,5.76,6.46671,4.48,6.5844,3.95,6.72327,4.55,6.83264,4.54,6.96951
9777,5.76,6.59705,4.48,6.7382,3.95,6.92733,4.55,7.12432,4.54,7.26294,5.24,7.37923
9778,4.48,6.19948,3.95,6.39297,4.55,6.64375,4.54,6.8856,5.24,7.02164,4.83,7.08247
9779,3.95,4.70808,4.55,4.81646,4.54,5.07636,5.24,5.35876,4.83,5.52812,5.45,5.62523
9780,4.55,3.57018,4.54,3.66003,5.24,3.90736,4.83,4.16084,5.45,4.3008,4.9,4.38096
9781,4.54,3.69029,5.24,3.82609,4.83,4.03626,5.45,4.21726,4.9,4.27538,3.56,4.29911
9782,5.24,3.65121,4.83,3.72879,5.45,3.85554,4.9,3.94762,3.56,3.94928,2.9,3.95528
9783,4.83,4.22871,5.45,4.24397,4.9,4.26036,3.56,4.2408,2.9,4.17792,0.25,4.17758
9784,5.45,3.74069,4.9,3.63562,3.56,3.60796,2.9,3.63041,0.25,3.67006,-0.48,3.76533
9785,4.9,4.08876,3.56,4.00699,2.9,3.9884,0.25,4.01311,-0.48,4.03131,-0.959999,4.08569
9786,3.56,3.60682,2.9,3.49799,0.25,3.50299,-0.48,3.57232,-0.959999,3.62768,-1.89,3.68731
9787,2.9,2.51418,0.25,2.34952,-0.48,2.35787,-0.959999,2.45777,-1.89,2.54566,-2.34,2.64643
9788,0.25,1.80655,-0.48,1.6969,-0.959999,1.75251,-1.89,1.8718,-2.34,1.97151,-2.58,2.09259
9789,-0.48,-0.484423,-0.959999,-0.666468,-1.89,-0.594053,-2.34,-0.383194,-2.58,-0.149582,-3.15,0.108229
9790,-0.959999,-1.17276,-1.89,-1.27278,-2.34,-1.11557,-2.58,-0.818777,-3.15,-0.517675,-3.23,-0.169104
9791,-1.89,-1.4755,-2.34,-1.35468,-2.58,-1.06087,-3.15,-0.694111,-3.23,-0.326355,-3.67,0.0771503
9792,-2.34,-1.86022,-2.58,-1.62308,-3.15,-1.24269,-3.23,-0.785959,-3.67,-0.343136,-4.21,0.125546
9793,-2.58,-2.11103,-3.15,-1.91441,-3.23,-1.53729,-3.67,-1.03901,-4.21,-0.525576,-4.13,-0.0140285
9794,-3.15,-2.23828,-3.23,-1.89822,-3.67,-1.40913,-4.21,-0.839621,-4.13,-0.321093,-4.42,0.128923
9795,-3.23,-2.49608,-3.67,-2.11964,-4.21,-1.57266,-4.13,-0.959778,-4.42,-0.44507,-4.91,-0.0337086
9796,-3.67,-2.46124,-4.21,-1.92712,-4.13,-1.31447,-4.42,-0.74404,-4.91,-0.332043,-4.81,-0.00581169
9797,-4.21,-2.67307,-4.13,-2.14276,-4.42,-1.56381,-4.91,-1.03665,-4.81,-0.625904,-5.61,-0.257418
9798,-4.13,-2.90434,-4.42,-2.42717,-4.91,-1.90476,-4.81,-1.38264,-5.61,-0.920069,-4.58,-0.435932
9799,-4.42,-2.89785,-4.91,-2.41217,-4.81,-1.87924,-5.61,-1.33031,-4.58,-0.790995,-3.32,-0.200855
9800,-4.91,-3.16818,-4.81,-2.68376,-5.61,-2.11547,-4.58,-1.47251,-3.32,-0.814808,-1.09,-0.156954
9801,-4.81,-3.5804,-5.61,-3.06313,-4.58,-2.39218,-3.32,-1.61105,-1.09,-0.860922,0.48,-0.188042
9802,-5.61,-3.70058,-4.58,-3.02301,-3.32,-2.2079,-1.09,-1.35973,0.48,-0.625723,2.64,-0.0891972
9803,-4.58,-4.192,-3.32,-3.50107,-1.09,-2.69945,0.48,-1.89648,2.64,-1.2853,3.25,-0.930584
9804,-3.32,-3.583,-1.09,-2.88459,0.48,-2.16494,2.64,-1.54914,3.25,-1.18686,2.55,-1.10623
9805,-1.09,-2.50486,0.48,-1.74534,2.64,-1.14262,3.25,-0.768517,2.55,-0.711161,0.809999,-0.924009
9806,0.48,-0.539145,2.64,0.138443,3.25,0.50243,2.55,0.549545,0.809999,0.275448,-0.65,-0.185322
9807,2.64,0.970251,3.25,1.46498,2.55,1.5353,0.809999,1.25132,-0.65,0.716284,-1.54,0.101494
9808,3.25,2.35003,2.55,2.49285,0.809999,2.21286,-0.65,1.66951,-1.54,0.987738,-2.19,0.344952
9809,2.55,3.17546,0.809999,2.97937,-0.65,2.46257,-1.54,1.78803,-2.19,1.07065,-2.47,0.438145
9810,0.809999,2.64343,-0.65,2.19713,-1.54,1.56367,-2.19,0.88076,-2.47,0.201771,-3.55,-0.382591
9811,-0.65,0.802711,-1.54,0.171919,-2.19,-0.447823,-2.47,-0.989328,-3.55,-1.48206,-3.85,-1.88757
9812,-1.54,-0.915878,-2.19,-1.42317,-2.47,-1.87903,-3.55,-2.28367,-3.85,-2.66394,-4.68,-2.96105
9813,-2.19,-2.02608,-2.47,-2.5001,-3.55,-2.89396,-3.85,-3.21943,-4.68,-3.50187,-4.73,-3.68368
9814,-2.47,-2.76129,-3.55,-3.18223,-3.85,-3.5064,-4.68,-3.74273,-4.73,-3.91709,-5.28,-3.97808
9815,-3.55,-3.07005,-3.85,-3.38812,-4.68,-3.61763,-4.73,-3.76552,-5.28,-3.83805,-5.95,-3.79833
9816,-3.85,-4.16113,-4.68,-4.47576,-4.73,-4.63165,-5.28,-4.64203,-5.95,-4.55443,-6.14,-4.38507
9817,-4.68,-4.58732,-4.73,-4.85795,-5.28,-4.94621,-5.95,-4.87722,-6.14,-4.72408,-6.49,-4.50745
9818,-4.73,-5.35254,-5.28,-5.53614,-5.95,-5.52792,-6.14,-5.38523,-6.49,-5.18903,-6.7,-4.95391
9819,-5.28,-5.35471,-5.95,-5.4296,-6.14,-5.36538,-6.49,-5.21603,-6.7,-5.05326,-6.93,-4.83327
9820,-5.95,-5.68652,-6.14,-5.67031,-6.49,-5.55449,-6.7,-5.39532,-6.93,-5.21689,-7.44,-4.92744
9821,-6.14,-6.15835,-6.49,-6.11891,-6.7,-5.99498,-6.93,-5.81195,-7.44,-5.54525,-7.36,-5.07265
9822,-6.49,-6.26906,-6.7,-6.21124,-6.93,-6.03923,-7.44,-5.73254,-7.36,-5.24848,-6.81,-4.48981
9823,-6.7,-6.43308,-6.93,-6.29426,-7.44,-5.98206,-7.36,-5.45512,-6.81,-4.69305,-5.64,-3.6666
9824,-6.93,-6.51507,-7.44,-6.24083,-7.36,-5.69925,-6.81,-4.87116,-5.64,-3.82565,-4.49,-2.63841
9825,-7.44,-6.48359,-7.36,-5.97106,-6.81,-5.13467,-5.64,-4.03762,-4.49,-2.85579,-2.8,-1.74832
9826,-7.36,-6.62075,-6.81,-5.81522,-5.64,-4.68923,-4.49,-3.42325,-2.8,-2.2832,0.67,-1.4252
9827,-6.81,-6.39853,-5.64,-5.36852,-4.49,-4.1147,-2.8,-2.90293,0.67,-2.006,1.97,-1.52061
9828,-5.64,-5.82774,-4.49,-4.7022,-2.8,-3.53415,0.67,-2.58305,1.97,-2.05981,1.22,-1.94561
9829,-4.49,-4.81922,-2.8,-3.81184,0.67,-2.94164,1.97,-2.38695,1.22,-2.24144,-0.290001,-2.39977
9830,-2.8,-3.70954,0.67,-2.94505,1.97,-2.4665,1.22,-2.32516,-0.290001,-2.49614,-1.1,-2.80514
9831,0.67,-2.26879,1.97,-1.8391,1.22,-1.75397,-0.290001,-1.94231,-1.1,-2.30238,-2.08,-2.67447
9832,1.97,-0.143232,1.22,0.0795116,-0.290001,-0.093483,-1.1,-0.494436,-2.08,-1.00169,-2.9,-1.47765
9833,1.22,0.851297,-0.290001,0.83082,-1.1,0.505774,-2.08,0.0306664,-2.9,-0.522831,-3.44,-1.04195
9834,-0.290001,0.583567,-1.1,0.323286,-2.08,-0.096962,-2.9,-0.591341,-3.44,-1.12878,-4.44,-1.6304
9835,-1.1,-0.744614,-2.08,-1.13923,-2.9,-1.57833,-3.44,-2.01175,-4.44,-2.45395,-5.19,-2.85421
9836,-2.08,-1.86388,-2.9,-2.26348,-3.44,-2.66056,-4.44,-3.03893,-5.19,-3.42233,-5.47,-3.76486
9837,-2.9,-2.81839,-3.44,-3.21536,-4.44,-3.57987,-5.19,-3.9202,-5.47,-4.26363,-6.21,-4.54323
9838,-3.44,-3.70538,-4.44,-4.12868,-5.19,-4.48768,-5.47,-4.79895,-6.21,-5.06346,-6.44,-5.22332
9839,-4.44,-4.25466,-5.19,-4.59625,-5.47,-4.87392,-6.21,-5.08235,-6.44,-5.22041,-7.38,-5.25721
9840,-5.19,-5.2184,-5.47,-5.59132,-6.21,-5.83288,-6.44,-5.93713,-7.38,-5.9383,-7.49,-5.83327
9841,-5.47,-6.01934,-6.21,-6.35357,-6.44,-6.51033,-7.38,-6.51393,-7.49,-6.41341,-7.82,-6.22294
9842,-6.21,-6.35596,-6.44,-6.60995,-7.38,-6.68475,-7.49,-6.60743,-7.82,-6.45039,-7.81,-6.23017
9843,-6.44,-6.90856,-7.38,-7.05212,-7.49,-7.0251,-7.82,-6.88159,-7.81,-6.69754,-7.46,-6.45924
9844,-7.38,-7.01926,-7.49,-7.06055,-7.82,-6.9854,-7.81,-6.83842,-7.46,-6.65904,-8.29,-6.39264
9845,-7.49,-7.6555,-7.82,-7.69448,-7.81,-7.61003,-7.46,-7.4276,-8.29,-7.16733,-8.08,-6.74465
9846,-7.82,-7.67153,-7.81,-7.63239,-7.46,-7.4763,-8.29,-7.21161,-8.08,-6.81427,-7.46,-6.18711
9847,-7.81,-7.86559,-7.46,-7.74969,-8.29,-7.48757,-8.08,-7.04712,-7.46,-6.41497,-5.25,-5.53123
9848,-7.46,-7.71993,-8.29,-7.50137,-8.08,-7.07918,-7.46,-6.42109,-5.25,-5.54986,-3.21,-4.48948
9849,-8.29,-7.20973,-8.08,-6.79912,-7.46,-6.1446,-5.25,-5.24462,-3.21,-4.2023,-0.459999,-3.12554
9850,-8.08,-7.59202,-7.46,-6.99043,-5.25,-6.0806,-3.21,-4.97343,-0.459999,-3.87388,2.21,-2.9196
9851,-7.46,-7.19292,-5.25,-6.33002,-3.21,-5.2277,-0.459999,-4.08969,2.21,-3.14969,3.84,-2.52993
9852,-5.25,-6.55614,-3.21,-5.496,-0.459999,-4.34019,2.21,-3.31738,3.84,-2.66051,3.19,-2.39956
9853,-3.21,-4.7403,-0.459999,-3.59202,2.21,-2.58011,3.84,-1.89924,3.19,-1.66371,0.639999,-1.77394
9854,-0.459999,-2.77481,2.21,-1.79538,3.84,-1.17031,3.19,-0.966127,0.639999,-1.14521,-0.700001,-1.52533
9855,2.21,-0.62002,3.84,-0.0711555,3.19,0.0425968,0.639999,-0.19606,-0.700001,-0.667131,-1.35,-1.20162
9856,3.84,1.25187,3.19,1.43481,0.639999,1.20757,-0.700001,0.731579,-1.35,0.116804,-2.17,-0.508659
9857,3.19,2.36621,0.639999,2.21613,-0.700001,1.76024,-1.35,1.14388,-2.17,0.432722,-2.74,-0.259705
9858,0.639999,2.33096,-0.700001,1.92281,-1.35,1.33767,-2.17,0.671907,-2.74,-0.048624,-4.07,-0.748976
9859,-0.700001,0.404694,-1.35,-0.227552,-2.17,-0.871605,-2.74,-1.48479,-4.07,-2.10487,-3.79,-2.68133
9860,-1.35,-1.31811,-2.17,-1.93966,-2.74,-2.52123,-4.07,-3.05976,-3.79,-3.58132,-4.36,-4.03529
9861,-2.17,-2.26194,-2.74,-2.8236,-4.07,-3.3489,-3.79,-3.83249,-4.36,-4.28181,-5.56,-4.63882
9862,-2.74,-3.27543,-4.07,-3.84525,-3.79,-4.34181,-4.36,-4.76319,-5.56,-5.10889,-5.4,-5.31196
9863,-4.07,-3.92137,-3.79,-4.42704,-4.36,-4.84502,-5.56,-5.16833,-5.4,-5.37325,-5.69,-5.42508
9864,-3.79,-5.03785,-4.36,-5.54235,-5.56,-5.88167,-5.4,-6.04259,-5.69,-6.05182,-6.73,-5.9263
9865,-4.36,-4.83435,-5.56,-5.22774,-5.4,-5.45165,-5.69,-5.49929,-6.73,-5.4233,-6.39,-5.26589
9866,-5.56,-5.15464,-5.4,-5.44946,-5.69,-5.56307,-6.73,-5.5109,-6.39,-5.38152,-6.56,-5.20501
9867,-5.4,-6.08566,-5.69,-6.33502,-6.73,-6.37631,-6.39,-6.27272,-6.56,-6.10835,-7.26,-5.88042
9868,-5.69,-5.881,-6.73,-5.96769,-6.39,-5.93421,-6.56,-5.81332,-7.26,-5.644,-7.87,-5.37359
9869,-6.73,-5.86473,-6.39,-5.84746,-6.56,-5.74741,-7.26,-5.5681,-7.87,-5.31716,-8.12,-4.88984
9870,-6.39,-6.53636,-6.56,-6.51104,-7.26,-6.35571,-7.87,-6.06881,-8.12,-5.60741,-7.3,-4.85735
9871,-6.56,-6.28782,-7.26,-6.19522,-7.87,-5.94335,-8.12,-5.46117,-7.3,-4.69666,-5.29,-3.60988
9872,-7.26,-6.28924,-7.87,-6.06755,-8.12,-5.58534,-7.3,-4.7638,-5.29,-3.63968,-4.02,-2.31195
9873,-7.87,-6.60522,-8.12,-6.17313,-7.3,-5.36687,-5.29,-4.20295,-4.02,-2.86467,-1.56,-1.53784
9874,-8.12,-6.82652,-7.3,-6.09262,-5.29,-4.95275,-4.02,-3.58038,-1.56,-2.25019,0.18,-1.17725
9875,-7.3,-6.7818,-5.29,-5.70368,-4.02,-4.31766,-1.56,-2.90438,0.18,-1.78418,0.799999,-1.11655
9876,-5.29,-5.96094,-4.02,-4.66314,-1.56,-3.26542,0.18,-2.0771,0.799999,-1.36926,1.06,-1.15684
9877,-4.02,-4.29839,-1.56,-3.0268,0.18,-1.93243,0.799999,-1.23328,1.06,-1.03142,-1.25,-1.21887
9878,-1.56,-3.17506,0.18,-2.27261,0.799999,-1.69161,1.06,-1.49479,-1.25,-1.66177,-2.46,-2.01375
9879,0.18,-1.41439,0.799999,-0.907173,1.06,-0.810402,-1.25,-1.04789,-2.46,-1.49209,-3.57,-1.96256
9880,0.799999,-0.349789,1.06,-0.198982,-1.25,-0.428154,-2.46,-0.872309,-3.57,-1.41559,-4.36,-1.93648
9881,1.06,0.212906,-1.25,0.063385,-2.46,-0.332586,-3.57,-0.835285,-4.36,-1.39614,-4.82,-1.91983
9882,-1.25,0.292078,-2.46,0.0718498,-3.57,-0.336313,-4.36,-0.844128,-4.82,-1.41247,-5.32,-1.9507
9883,-2.46,-1.1105,-3.57,-1.49859,-4.36,-1.94588,-4.82,-2.40708,-5.32,-2.89544,-5.91,-3.33068
9884,-3.57,-2.73775,-4.36,-3.16906,-4.82,-3.59443,-5.32,-4.00277,-5.91,-4.39441,-5.98,-4.70428
9885,-4.36,-3.96987,-4.82,-4.38386,-5.32,-4.75179,-5.91,-5.06404,-5.98,-5.3421,-6.49,-5.52433
9886,-4.82,-4.86283,-5.32,-5.22782,-5.91,-5.50095,-5.98,-5.69919,-6.49,-5.85393,-6.97,-5.9044
9887,-5.32,-5.41506,-5.91,-5.67779,-5.98,-5.86736,-6.49,-6.00003,-6.97,-6.07067,-7.56,-6.03686
9888,-5.91,-6.0048,-5.98,-6.29531,-6.49,-6.46375,-6.97,-6.49684,-7.56,-6.43412,-7.46,-6.28925
9889,-5.98,-6.49512,-6.49,-6.71868,-6.97,-6.78355,-7.56,-6.70829,-7.46,-6.56334,-7.48,-6.36737
9890,-6.49,-6.52685,-6.97,-6.60698,-7.56,-6.57545,-7.46,-6.4726,-7.48,-6.347,-8.19,-6.17887
9891,-6.97,-6.93606,-7.56,-6.9897,-7.46,-6.93272,-7.48,-6.80479,-8.19,-6.66045,-8.28,-6.4672
9892,-7.56,-7.23946,-7.46,-7.23674,-7.48,-7.14912,-8.19,-7.01619,-8.28,-6.8689,-8.23,-6.61734
9893,-7.46,-7.61784,-7.48,-7.56336,-8.19,-7.43973,-8.28,-7.27656,-8.23,-7.04577,-8.33,-6.63067
9894,-7.48,-7.46383,-8.19,-7.3711,-8.28,-7.2145,-8.23,-6.96118,-8.33,-6.56209,-7.96,-5.91969
9895,-8.19,-7.37939,-8.28,-7.24213,-8.23,-6.98248,-8.33,-6.54029,-7.96,-5.89188,-6.43,-4.99759
9896,-8.28,-7.76017,-8.23,-7.5199,-8.33,-7.05328,-7.96,-6.33603,-6.43,-5.40667,-4.29,-4.32819
9897,-8.23,-7.61148,-8.33,-7.15137,-7.96,-6.4123,-6.43,-5.4283,-4.29,-4.35367,-1.95,-3.31283
9898,-8.33,-7.32242,-7.96,-6.56918,-6.43,-5.56177,-4.29,-4.44172,-1.95,-3.41659,-0.370001,-2.62434
9899,-7.96,-7.23847,-6.43,-6.29016,-4.29,-5.15776,-1.95,-4.05276,-0.370001,-3.21936,0.209999,-2.74717
9900,-6.43,-6.87343,-4.29,-5.87789,-1.95,-4.81881,-0.370001,-3.93034,0.209999,-3.41485,1.18,-3.2695
9901,-4.29,-5.61224,-1.95,-4.61066,-0.370001,-3.76949,0.209999,-3.25263,1.18,-3.1334,1.1,-3.31533
9902,-1.95,-3.87645,-0.370001,-3.09634,0.209999,-2.64007,1.18,-2.53162,1.1,-2.74812,1.2,-3.11849
9903,-0.370001,-2.10213,0.209999,-1.61944,1.18,-1.54336,1.1,-1.79738,1.2,-2.26193,0.969999,-2.74683
9904,0.209999,-0.729311,1.18,-0.557453,1.1,-0.783566,1.2,-1.25166,0.969999,-1.82018,1.12,-2.33458
9905,1.18,-0.130369,1.1,-0.277161,1.2,-0.687838,0.969999,-1.19865,1.12,-1.73224,1.71,-2.19661
9906,1.1,0.409826,1.2,0.223063,0.969999,-0.176409,1.12,-0.662544,1.71,-1.19031,1.44,-1.6843
9907,1.2,0.441864,0.969999,0.160843,1.12,-0.253084,1.71,-0.719166,1.44,-1.23695,1.57,-1.73829
9908,0.969999,0.31078,1.12,-0.000953674,1.71,-0.40646,1.44,-0.865383,1.57,-1.37681,1.52,-1.86082
9909,1.12,0.140005,1.71,-0.207556,1.44,-0.631653,1.57,-1.09257,1.52,-1.57616,1.9,-2.01361
9910,1.71,0.119841,1.44,-0.261118,1.57,-0.70121,1.52,-1.1472,1.9,-1.58535,1.7,-1.95599
9911,1.44,0.384319,1.57,-0.0114517,1.52,-0.442362,1.9,-0.85726,1.7,-1.24214,2.07,-1.55492
9912,1.57,0.379526,1.52,-0.068882,1.9,-0.495407,1.7,-0.859911,2.07,-1.17651,1.61,-1.4308
9913,1.52,0.410511,1.9,-0.0528221,1.7,-0.453196,2.07,-0.759825,1.61,-1.00578,1.44,-1.21022
9914,1.9,0.591759,1.7,0.158478,2.07,-0.195921,1.61,-0.443327,1.44,-0.648708,1.73,-0.836781
9915,1.7,0.996023,2.07,0.622219,1.61,0.312597,1.44,0.0778008,1.73,-0.145117,1.18,-0.348269
9916,2.07,1.17275,1.61,0.817568,1.44,0.516867,1.73,0.273897,1.18,0.0444908,1.12,-0.127638
9917,1.61,1.41608,1.44,1.07511,1.73,0.770651,1.18,0.532228,1.12,0.338671,0.799999,0.252533
9918,1.44,1.25959,1.73,0.901213,1.18,0.61364,1.12,0.438114,0.799999,0.360445,0.9,0.432096
9919,1.73,1.12515,1.18,0.777281,1.12,0.527922,0.799999,0.440762,0.9,0.500999,3.06,0.749075
9920,1.18,1.15981,1.12,0.861578,0.799999,0.697197,0.9,0.738508,3.06,0.967508,3.67,1.37228
9921,1.12,0.849331,0.799999,0.594929,0.9,0.540358,3.06,0.749186,3.67,1.14536,4.8,1.67398
9922,0.799999,0.768995,0.9,0.657433,3.06,0.771011,3.67,1.11905,4.8,1.59813,8.31,2.12903
9923,0.9,0.715214,3.06,0.806274,3.67,1.10112,4.8,1.55476,8.31,2.02852,8.11,2.45612
9924,3.06,0.923456,3.67,1.20583,4.8,1.64192,8.31,2.12156,8.11,2.50077,8.56,2.78202
9925,3.67,2.45193,4.8,2.93616,8.31,3.40001,8.11,3.74606,8.56,3.91171,7,3.95766
9926,4.8,3.36401,8.31,3.77345,8.11,4.10472,8.56,4.30446,7,4.32168,4.88,4.25286
9927,8.31,4.33777,8.11,4.55208,8.56,4.67285,7,4.6743,4.88,4.55501,4.28,4.40746
9928,8.11,6.18677,8.56,6.27844,7,6.20897,4.88,6.03257,4.28,5.76122,3.77,5.48217
9929,8.56,7.13616,7,6.8501,4.88,6.54446,4.28,6.24187,3.77,5.87425,3.62,5.50183
9930,7,6.99218,4.88,6.57824,4.28,6.18063,3.77,5.79036,3.62,5.34631,3.62,4.91907
9931,4.88,6.36046,4.28,5.81292,3.77,5.34842,3.62,4.94647,3.62,4.52028,3.57,4.12456
9932,4.28,4.57708,3.77,4.03807,3.62,3.63796,3.62,3.31124,3.57,2.95994,3.44,2.64716
9933,3.77,3.34029,3.62,2.85551,3.62,2.49654,3.57,2.19173,3.44,1.88409,2.9,1.66361
9934,3.62,2.71644,3.62,2.25241,3.57,1.91357,3.44,1.64767,2.9,1.41758,2.81,1.28738
9935,3.62,2.70829,3.57,2.37464,3.44,2.14014,2.9,1.95264,2.81,1.77175,2.04,1.6736
9936,3.57,2.65386,3.44,2.34999,2.9,2.1349,2.81,1.97372,2.04,1.84155,2.92,1.79402
9937,3.44,2.79625,2.9,2.53674,2.81,2.37352,2.04,2.27877,2.92,2.20442,3.48,2.17689
9938,2.9,2.83437,2.81,2.56127,2.04,2.39254,2.92,2.29722,3.48,2.21573,4.27,2.19785
9939,2.81,2.42736,2.04,2.19461,2.92,2.06853,3.48,1.99551,4.27,1.93138,3.36,1.94261
9940,2.04,2.33675,2.92,2.13565,3.48,2.01367,4.27,1.94104,3.36,1.88907,4.65,1.95435
9941,2.92,1.89061,3.48,1.73669,4.27,1.65154,3.36,1.61402,4.65,1.64774,4.97,1.89992
9942,3.48,2.64748,4.27,2.63033,3.36,2.63909,4.65,2.70369,4.97,2.92405,5.95,3.4363
